"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"No Urgent Place","Friend(s)","RAINY",80,"6PM","Coffee House","2h",NA,"26","Married partner",1,"graduate degree (masters or doctorate)","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",0,NA,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"6PM","Carry out & Take away","2h","Female","26","Married partner",1,"high school graduate","Unemployed","$62500 - $74999","","never","less1",NA,"4~8","never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","2h","Female","26","Married partner",1,"high school graduate",NA,"$62500 - $74999","","never","less1","gt8","4~8","never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","1d","Female","26","Married partner",1,"Some High School","Unemployed","$62500 - $74999","","never","less1","gt8","4~8",NA,"1",1,0,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"7am","Restaurant(<20)","2h","Female","26","Married partner",1,"some college - no degree","Unemployed","$62500 - $74999","","never","less1","gt8",NA,"never","1",1,0,0,1,1
"No Urgent Place","Friend(s)","rainy",55,"10PM","Carry out & Take away","1d","Female",NA,"Married partner",1,"Some College - No Degree","Unemployed","$62500 - $74999","",NA,"less1","gt8","4~8","never","1",NA,NA,0,1,1
"No Urgent Place",NA,"snowy",80,"10PM","Restaurant(<20)","2h","Female","26","Married partner",1,"SOME HIGH SCHOOL","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",1,0,NA,1,1
"No Urgent Place","Kid(s)","Sunny",NA,"7am","Carry out & Take away","2h","Female","26","Married partner",1,"SOME HIGH SCHOOL","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",1,0,0,1,1
"No Urgent Place","Kid(s)","SUNNY",80,"10pm","Bar","1d","Female","26","Married partner",1,"HIGH SCHOOL GRADUATE","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",1,0,0,1,0
"No Urgent Place","Kid(s)","SUNNY",80,"6pm","Restaurant(<20)","1d","Female","26","Married partner",1,"some college - no degree","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",0,0,0,1,1
"No Urgent Place","Kid(s)","sunny",55,"7am","Restaurant(<20)","1d","Female","26","Married partner",1,"associates degree","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",NA,0,0,1,1
"No Urgent Place","Kid(s)","Snowy",55,"10pm","Coffee House","2h","Female","26","Married partner",1,"SOME COLLEGE - NO DEGREE",NA,"$62500 - $74999","","never","less1","gt8",NA,"never","1",1,0,0,1,0
"Home","Alone","SUNNY",55,"6PM","Bar","1d","Female","26",NA,1,"SOME HIGH SCHOOL","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",0,0,1,NA,0
"Home","Alone","RAINY",55,"10am","Restaurant(20-50)","1d","Female","26","Married partner",1,"Associates Degree","Unemployed",NA,"","never",NA,"gt8","4~8","never","1",1,0,0,1,NA
"Home","Alone","Sunny",80,"7am","Coffee House","2h","Female","26","Married partner",1,"HIGH SCHOOL GRADUATE","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",0,0,NA,NA,0
"Work","Alone","Rainy",55,"10PM","Coffee House","2h","Female","26",NA,1,"Some College - No Degree","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",NA,1,0,1,0
"Work","Alone","snowy",55,"10am","Bar","1d","Female","26","Married partner",1,"BACHELORS DEGREE","Unemployed","$62500 - $74999","","never","less1",NA,"4~8","never","1",1,1,0,1,0
"Work","Alone","Snowy",80,"10AM",NA,"1d","Female","26","Married partner",1,"Some College - No Degree","Unemployed","$62500 - $74999","","never","less1","gt8","4~8","never","1",1,0,NA,1,0
"Work","Alone","Sunny",80,"10pm","Carry out & Take away","2h",NA,"26","Married partner",1,"high school graduate","Unemployed","$62500 - $74999","","never","less1","gt8",NA,"never","1",0,NA,1,0,0
"Work","Alone","SNOWY",55,"10am",NA,"1d","Female","26","Married partner",1,"SOME HIGH SCHOOL","Unemployed","$62500 - $74999","",NA,"less1","gt8","4~8","never","1",0,0,0,1,1
"Work","Alone","SUNNY",55,"6pm",NA,"2h",NA,"26","Married partner",1,"high school graduate","Unemployed",NA,"","never","less1","gt8","4~8","never","1",1,0,0,1,0
"No Urgent Place","Alone","Sunny",55,"10pm","Restaurant(<20)","1d","Male","26","Single",0,"SOME HIGH SCHOOL","Healthcare Support","$37500 - $49999","",NA,"gt8","gt8",NA,"gt8","0",0,0,0,1,1
NA,"Friend(s)","SUNNY",80,"2PM","Coffee House","2h",NA,"26","Single",0,"ASSOCIATES DEGREE","Healthcare Support","$37500 - $49999","","gt8",NA,"gt8","gt8","gt8","0",0,0,0,1,NA
"No Urgent Place","Friend(s)","SNOWY",80,"6pm","Bar","1d","Male","26","Single",0,"Some College - No Degree","Healthcare Support","$37500 - $49999","","gt8","gt8",NA,"gt8","gt8","1",0,0,0,1,1
"No Urgent Place","Friend(s)","sunny",80,"10pm","Carry out & Take away","2h","Male","26","Single",0,"SOME HIGH SCHOOL","Healthcare Support",NA,"",NA,"gt8",NA,"gt8","gt8","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",80,"2pm","Coffee House","1d",NA,"26",NA,0,"ASSOCIATES DEGREE","Healthcare Support",NA,"","gt8","gt8","gt8","gt8","gt8","1",0,0,0,1,NA
"No Urgent Place","Friend(s)","Sunny",80,"10am","Coffee House","2h","Male","26","Single",NA,"BACHELORS DEGREE","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8",NA,"gt8","1",1,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",80,"6pm","Coffee House","1d","Male","26","Single",0,"associates degree","Healthcare Support","$37500 - $49999","",NA,"gt8","gt8","gt8","gt8","1",1,0,0,1,NA
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","1d","Male","26","Single",0,"some high school","Healthcare Support","$37500 - $49999",NA,NA,"gt8","gt8","gt8","gt8","1",1,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",80,"2PM",NA,"2h","Male","26","Single",0,"high school graduate","Healthcare Support","$37500 - $49999",NA,"gt8","gt8","gt8","gt8","gt8","1",0,0,0,1,0
"No Urgent Place","Friend(s)","Snowy",NA,"7AM",NA,"2h","Male","26","Single",0,"BACHELORS DEGREE","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8","0",1,0,NA,1,0
NA,"Friend(s)","RAINY",55,"10PM","Coffee House","2h","Male","26","Single",0,"SOME HIGH SCHOOL","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8",NA,"gt8","1",0,0,0,1,NA
NA,"Friend(s)","RAINY",55,"10pm","Carry out & Take away","1d","Male","26","Single",0,"some college - no degree","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8",NA,NA,"1",1,0,0,NA,1
NA,"Alone","RAINY",55,"6pm","Coffee House","2h","Male","26","Single",0,"some high school","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8",NA,"1",0,0,NA,NA,NA
"Home","Alone","snowy",55,"6pm",NA,NA,"Male","26","Single",0,"graduate degree (masters or doctorate)","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8",NA,"1",0,0,1,0,1
"Home","Alone","SUNNY",NA,"7am","Restaurant(20-50)","1d","Male","26","Single",0,"BACHELORS DEGREE","Healthcare Support","$37500 - $49999",NA,"gt8","gt8",NA,"gt8","gt8","1",1,0,0,1,1
"Home","Alone","snowy",80,"7am","Coffee House","2h","Male","26","Single",0,"Some High School","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8","1",0,0,0,1,0
"Work","Alone","Sunny",55,"7am",NA,"2h","Male","26","Single",0,"Associates Degree","Healthcare Support","$37500 - $49999","","gt8","gt8","gt8","gt8","gt8","1",1,NA,NA,NA,NA
"Work",NA,"SNOWY",55,"2PM","Bar","1d","Male","26","Single",0,"Bachelors Degree","Healthcare Support",NA,"","gt8",NA,"gt8","gt8","gt8","1",1,NA,0,1,1
"Work","Alone","Snowy",80,"10am","Restaurant(20-50)","1d","Male","26","Single",0,"Bachelors Degree","Healthcare Support","$37500 - $49999",NA,"gt8","gt8","gt8","gt8","gt8","1",1,0,0,1,1
"Work","Alone","rainy",80,"10pm","Carry out & Take away","2h","Male","26","Single",0,"HIGH SCHOOL GRADUATE","Healthcare Support","$37500 - $49999","","gt8",NA,"gt8","gt8","gt8","1",0,0,1,0,0
"Work","Alone","RAINY",55,"7AM","Restaurant(<20)","1d","Male","26","Single",0,"some high school","Healthcare Support","$37500 - $49999","","gt8",NA,"gt8","gt8","gt8","1",0,0,0,1,1
"Work","Alone","snowy",55,"7AM","Coffee House","2h","Male","26","Single",0,"bachelors degree","Healthcare Support","$37500 - $49999","","gt8","gt8",NA,"gt8","gt8","1",1,0,0,1,0
"No Urgent Place","Alone","Sunny",55,"10PM","Restaurant(<20)",NA,"Female","26","Single",1,"Bachelors Degree","Healthcare Practitioners & Technical","$25000 - $37499",NA,"never","1~3","4~8","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"6pm","Coffee House","2h",NA,"26","Single",1,"Some High School","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8",NA,"less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Rainy",NA,"6PM","Bar","1d","Female","26","Single",1,"Graduate Degree (Masters or Doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","Sunny",80,"10AM","Carry out & Take away","2h","Female","26","Single",1,"Some College - No Degree","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","RAINY",80,"10AM","Coffee House","1d",NA,"26","Single",1,"Graduate Degree (Masters or Doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",0,0,NA,1,1
"No Urgent Place","Friend(s)","rainy",80,"2pm",NA,"2h",NA,"26","Single",1,"some high school",NA,"$25000 - $37499","","never","1~3","4~8","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"10AM","Coffee House","1d","Female",NA,"Single",1,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Healthcare Practitioners & Technical","$25000 - $37499","","never",NA,"4~8","1~3","less1","1",1,0,0,1,1
NA,NA,"RAINY",80,"6pm","Restaurant(<20)","1d","Female","26","Single",1,"ASSOCIATES DEGREE","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",1,0,0,1,1
"No Urgent Place","Friend(s)","snowy",80,"7am","Coffee House","2h","Female","26","Single",1,"some college - no degree","Healthcare Practitioners & Technical","$25000 - $37499","","never",NA,"4~8","1~3","less1","1",0,NA,0,1,1
"No Urgent Place","Friend(s)","snowy",80,"6PM","Restaurant(<20)","2h","Female","26","Single",NA,"Bachelors Degree","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",NA,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",55,"6pm","Coffee House","2h","Female","26","Single",1,"ASSOCIATES DEGREE","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Friend(s)","sunny",55,"2PM",NA,"1d","Female","26","Single",1,"high school graduate","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8",NA,"less1","1",1,0,0,1,1
"Home",NA,"SUNNY",80,"10AM","Coffee House","2h","Female","26","Single",1,"SOME COLLEGE - NO DEGREE","Healthcare Practitioners & Technical","$25000 - $37499","","never",NA,"4~8","1~3","less1","1",0,0,0,1,1
"Work","Alone","Sunny",55,"2pm","Bar","1d","Female","26","Single",1,"Associates Degree",NA,"$25000 - $37499","",NA,"1~3","4~8","1~3","less1","1",NA,1,0,1,NA
"Work","Alone","snowy",80,"10PM","Restaurant(20-50)","1d","Female","26",NA,1,"associates degree","Healthcare Practitioners & Technical","$25000 - $37499","","never",NA,"4~8","1~3","less1","1",1,0,0,1,1
"Work","Alone","rainy",80,"10am","Carry out & Take away","2h","Female",NA,"Single",1,"SOME HIGH SCHOOL","Healthcare Practitioners & Technical","$25000 - $37499","","never","1~3","4~8","1~3","less1","1",0,0,1,0,1
"Work","Alone","Snowy",55,"2PM","Restaurant(<20)","1d","Female","26","Single",1,"Some High School","Healthcare Practitioners & Technical",NA,"","never","1~3","4~8","1~3","less1","1",0,0,0,1,1
"No Urgent Place","Alone","SUNNY",55,"6PM","Restaurant(<20)",NA,"Male","21","Single",0,"SOME HIGH SCHOOL","Sales & Related","$100000 or More","","less1","never",NA,"1~3","less1","0",0,0,0,1,1
"No Urgent Place","Friend(s)","Sunny",80,"6PM","Coffee House","2h","Male","21","Single",0,"BACHELORS DEGREE","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",0,NA,0,1,0
"No Urgent Place","Friend(s)","RAINY",80,"2pm","Bar","1d","Male","21","Single",0,"Associates Degree","Sales & Related","$100000 or More",NA,"less1","never","gt8","1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","snowy",80,"2pm","Carry out & Take away","2h","Male","21","Single",0,"graduate degree (masters or doctorate)","Sales & Related","$100000 or More",NA,"less1","never",NA,"1~3","less1","1",1,NA,0,1,NA
"No Urgent Place","Friend(s)","snowy",NA,"10pm","Coffee House","1d","Male","21","Single",0,"Some High School","Sales & Related","$100000 or More","","less1",NA,"gt8","1~3","less1","1",0,0,0,1,0
"No Urgent Place","Friend(s)","sunny",80,"10am","Coffee House","2h","Male","21","Single",0,"Graduate Degree (Masters or Doctorate)",NA,"$100000 or More","","less1","never","gt8","1~3","less1","1",1,0,0,1,NA
"No Urgent Place","Friend(s)","snowy",80,"10AM","Coffee House","1d","Male","21","Single",0,"High School Graduate","Sales & Related",NA,"","less1","never","gt8","1~3","less1","1",1,0,NA,1,0
"No Urgent Place","Friend(s)","SUNNY",NA,"10PM","Restaurant(<20)","1d","Male","21","Single",0,"associates degree","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",1,NA,0,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"10am","Coffee House","2h","Male","21","Single",0,"graduate degree (masters or doctorate)","Sales & Related","$100000 or More",NA,"less1","never",NA,"1~3","less1","1",0,0,NA,1,0
"No Urgent Place","Friend(s)","rainy",80,"2pm",NA,"2h","Male","21","Single",0,"ASSOCIATES DEGREE","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","0",1,0,0,NA,1
"No Urgent Place","Friend(s)","RAINY",55,"6pm",NA,"2h","Male",NA,"Single",0,"HIGH SCHOOL GRADUATE","Sales & Related","$100000 or More","","less1",NA,"gt8","1~3","less1","1",0,0,0,1,NA
NA,NA,"RAINY",55,"6PM","Carry out & Take away","1d","Male","21","Single",0,"HIGH SCHOOL GRADUATE","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",NA,0,0,1,1
"No Urgent Place","Alone","rainy",55,"10PM","Coffee House","2h","Male","21","Single",0,"Associates Degree","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",0,0,0,1,0
NA,NA,"RAINY",55,"6pm","Bar","1d","Male","21","Single",0,"High School Graduate","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",0,0,NA,0,1
"Home","Alone","rainy",55,"10AM","Restaurant(20-50)","1d","Male","21","Single",0,"some college - no degree","Sales & Related","$100000 or More",NA,"less1","never","gt8","1~3","less1","1",1,NA,0,1,0
"Home",NA,"sunny",80,"10pm","Coffee House","2h","Male","21","Single",0,"some high school","Sales & Related","$100000 or More","","less1","never","gt8",NA,"less1","1",0,0,0,1,0
"Work","Alone","RAINY",55,"6pm","Coffee House","2h","Male","21","Single",0,"High School Graduate","Sales & Related","$100000 or More","",NA,"never","gt8","1~3","less1","1",1,1,0,1,NA
NA,"Alone","Rainy",55,"6pm","Bar","1d","Male",NA,"Single",NA,"high school graduate","Sales & Related","$100000 or More","","less1",NA,"gt8","1~3","less1","0",1,1,0,1,0
"Work","Alone","rainy",80,"2pm","Restaurant(20-50)","1d","Male","21","Single",0,"HIGH SCHOOL GRADUATE","Sales & Related","$100000 or More","","less1",NA,"gt8","1~3","less1","1",1,0,0,1,1
"Work","Alone","rainy",80,"6pm","Carry out & Take away","2h","Male","21","Single",NA,"Some High School","Sales & Related","$100000 or More","","less1","never","gt8","1~3","less1","1",0,0,1,0,NA
"Work","Alone","snowy",55,"7am","Restaurant(<20)","1d","Male","21","Single",0,"Associates Degree","Sales & Related","$100000 or More",NA,"less1","never","gt8","1~3","less1","1",0,0,NA,1,1
"Work","Alone","Sunny",55,"2pm","Coffee House",NA,"Male","21","Single",0,"bachelors degree","Sales & Related","$100000 or More","","less1","never","gt8",NA,"less1","1",1,0,0,1,0
"No Urgent Place","Alone","Snowy",NA,"10am","Restaurant(<20)","1d","Female","21","Unmarried partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"No Urgent Place","Friend(s)","Snowy",80,"10AM","Coffee House","2h","Female","21","Unmarried partner",0,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"No Urgent Place",NA,"Rainy",80,"10pm",NA,"2h","Female",NA,"Unmarried partner",0,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","1~3","1~3","1~3","1~3",NA,"1",1,0,0,1,1
"No Urgent Place","Friend(s)","SNOWY",80,"2PM",NA,"2h","Female","21","Unmarried partner",0,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","1~3","1~3","1~3",NA,"1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Rainy",80,"10pm","Coffee House","1d","Female","21","Unmarried partner",0,"graduate degree (masters or doctorate)","Management","$87500 - $99999","",NA,"1~3","1~3","1~3","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","SUNNY",80,"10am",NA,"2h","Female","21",NA,0,"SOME COLLEGE - NO DEGREE","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",1,0,0,1,1
"No Urgent Place","Friend(s)","Rainy",55,"7am","Carry out & Take away","1d","Female","21","Unmarried partner",0,"BACHELORS DEGREE","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",1,0,0,1,1
"No Urgent Place",NA,"rainy",80,"7am",NA,"2h","Female","21",NA,NA,"SOME HIGH SCHOOL","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","0",0,0,0,1,1
"No Urgent Place","Partner","SUNNY",80,"2PM",NA,NA,"Female","21","Unmarried partner",NA,"BACHELORS DEGREE","Management","$87500 - $99999",NA,"1~3","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"No Urgent Place","Partner","Rainy",80,"6pm","Bar","2h",NA,"21","Unmarried partner",0,"SOME HIGH SCHOOL","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",0,0,0,1,0
"No Urgent Place","Partner","Sunny",80,"6pm","Coffee House",NA,"Female","21","Unmarried partner",0,"graduate degree (masters or doctorate)","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",1,0,0,1,1
"No Urgent Place","Partner","SUNNY",80,"7AM","Restaurant(<20)","2h","Female","21","Unmarried partner",0,"GRADUATE DEGREE (MASTERS OR DOCTORATE)","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",0,0,0,1,1
"No Urgent Place","Partner","Sunny",80,"10am","Bar","1d","Female",NA,"Unmarried partner",0,"associates degree","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",1,0,0,1,NA
"Home","Alone","SNOWY",55,"6pm","Bar","1d","Female","21","Unmarried partner",0,"some high school","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",0,0,1,NA,NA
"Home","Alone","rainy",55,"10am","Restaurant(20-50)","1d","Female","21","Unmarried partner",0,"Associates Degree","Management","$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",NA,0,0,1,1
"Home","Alone","Snowy",NA,"7am",NA,"2h",NA,"21","Unmarried partner",0,"HIGH SCHOOL GRADUATE","Management","$87500 - $99999","",NA,NA,"1~3",NA,"1~3","1",0,NA,0,1,0
"Work","Alone","Sunny",55,"7am",NA,"2h","Female","21","Unmarried partner",0,"High School Graduate",NA,"$87500 - $99999","","1~3","1~3","1~3","1~3","1~3","1",1,1,0,1,1
