"destination","passanger","weather","temperature","time","coupon","expiration","gender","age","maritalStatus","has_children","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"Home","Alone","sunny",55,"10pm","Restaurant(20-50)","1d","Male",21,"Unmarried partner","0","high school graduate","Student","$50000 - $62499","Car that is too old to install Onstar :D","1~3","gt8","4~8","1~3","1~3","1","1","0","0","1","0"
"Home","Alone","snowy",80,"10am","Coffee House","2h","Male",26,"Unmarried partner","0","graduate degree (masters or doctorate)","Management","$62500 - $74999","Scooter and motorcycle","1~3","gt8","4~8","1~3","less1","1","0","0","0","1","0"
"Work","Alone","rainy",55,"7am","Coffee House","2h","Male",21,"Unmarried partner","0","bachelors degree","Student","$50000 - $62499","Car that is too old to install Onstar :D","1~3","gt8","4~8","1~3","less1","1","1","1","0","1","1"
"Work","Alone","snowy",55,"2pm","Bar","1d","Male",26,"Unmarried partner","0","bachelors degree","Student","$50000 - $62499","Mazda5","1~3","gt8","gt8","1~3","less1","1","1","1","0","1","1"
"Work","Alone","sunny",80,"10pm","Coffee House","1d","Male",26,"Unmarried partner","0","some college - no degree","Student","$12500 - $24999","Scooter and motorcycle","1~3","gt8","4~8","1~3","less1","1","1","0","0","1","0"
"Work","Alone","sunny",80,"2pm","Carry out & Take away","2h","Male",26,"Unmarried partner","0","some college - no degree","Student","$50000 - $62499","Car that is too old to install Onstar :D","never","gt8","4~8","1~3","less1","1","0","0","1","0","1"
"Work","Alone","snowy",55,"6pm","Restaurant(<20)","1d","Male",26,"Unmarried partner","0","high school graduate","Construction & Extraction","$50000 - $62499","Mazda5","never","never","4~8","1~3","less1","1","0","0","0","1","1"
"Work","Alone","snowy",55,"10am","Coffee House","2h","Male",26,"Unmarried partner","0","graduate degree (masters or doctorate)","Education&Training&Library","$50000 - $62499","do not drive","1~3","gt8","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Alone","sunny",55,"7am","Restaurant(<20)","1d","Female",26,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Coffee House","2h","Male",26,"Married partner","1","graduate degree (masters or doctorate)","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Carry out & Take away","2h","Female",26,"Married partner","1","high school graduate","Unemployed","$62500 - $74999","crossover","never","less1","1~3","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","2h","Female",26,"Married partner","1","high school graduate","Education&Training&Library","$62500 - $74999","do not drive","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","1d","Female",26,"Married partner","1","some high school","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"7am","Restaurant(<20)","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",55,"10pm","Carry out & Take away","1d","Female",31,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10pm","Restaurant(<20)","2h","Female",26,"Married partner","1","some high school","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",30,"7am","Carry out & Take away","2h","Female",26,"Married partner","1","some high school","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",80,"10pm","Bar","1d","Female",26,"Married partner","1","high school graduate","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","1","0","0","1","0"
"No Urgent Place","Kid(s)","sunny",80,"6pm","Restaurant(<20)","1d","Female",26,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","0","0","0","1","1"
"No Urgent Place","Kid(s)","sunny",55,"7am","Restaurant(<20)","1d","Female",26,"Married partner","1","associates degree","Unemployed","$62500 - $74999","Mazda5","never","less1","gt8","4~8","never","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","snowy",55,"10pm","Coffee House","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","1","0","0","1","0"
"Home","Alone","sunny",55,"6pm","Bar","1d","Female",26,"Married partner","1","some high school","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","0","0","1","0","0"
"Home","Alone","rainy",55,"10am","Restaurant(20-50)","1d","Female",26,"Married partner","1","associates degree","Unemployed","$87500 - $99999","Mazda5","never","4~8","gt8","4~8","never","1","1","0","0","1","1"
"Home","Alone","sunny",80,"7am","Coffee House","2h","Female",26,"Married partner","1","high school graduate","Unemployed","$62500 - $74999","Scooter and motorcycle","never","less1","gt8","4~8","never","1","0","0","1","0","0"
"Work","Alone","rainy",55,"10pm","Coffee House","2h","Female",26,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","Car that is too old to install Onstar :D","never","less1","gt8","4~8","never","1","1","1","0","1","0"
"Work","Alone","snowy",55,"10am","Bar","1d","Female",26,"Married partner","1","bachelors degree","Unemployed","$62500 - $74999","crossover","never","less1","1~3","4~8","never","1","1","1","0","1","0"
"Work","Alone","snowy",80,"10am","Coffee House","1d","Female",26,"Married partner","1","some college - no degree","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","1","0","0","1","0"
"Work","Alone","sunny",80,"10pm","Carry out & Take away","2h","Female",26,"Married partner","1","high school graduate","Unemployed","$62500 - $74999","crossover","never","less1","gt8","4~8","never","1","0","0","1","0","0"
"Work","Alone","snowy",55,"10am","Restaurant(<20)","1d","Female",26,"Married partner","1","some high school","Unemployed","$62500 - $74999","Mazda5","1~3","less1","gt8","4~8","never","1","0","0","0","1","1"
"Work","Alone","sunny",55,"6pm","Coffee House","2h","Female",26,"Married partner","1","high school graduate","Unemployed","$75000 - $87499","crossover","never","less1","gt8","4~8","never","1","1","0","0","1","0"
"No Urgent Place","Alone","sunny",55,"10pm","Restaurant(<20)","1d","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","4~8","gt8","gt8","1~3","gt8","0","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"2pm","Coffee House","2h","Male",26,"Single","0","associates degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","0","0","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Bar","1d","Male",26,"Single","0","some college - no degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","1~3","gt8","gt8","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"10pm","Carry out & Take away","2h","Male",26,"Single","0","some high school","Healthcare Support","Less than $12500","Scooter and motorcycle","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"2pm","Coffee House","1d","Male",26,"Married partner","0","associates degree","Healthcare Support","$50000 - $62499","Mazda5","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10am","Coffee House","2h","Male",26,"Single","0","bachelors degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"6pm","Coffee House","1d","Male",26,"Single","0","associates degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","4~8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","1d","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","1~3","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",80,"2pm","Coffee House","2h","Male",26,"Single","0","high school graduate","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","snowy",30,"7am","Bar","2h","Male",26,"Single","0","bachelors degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","0","1","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",55,"10pm","Coffee House","2h","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","rainy",55,"10pm","Carry out & Take away","1d","Male",26,"Single","0","some college - no degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"No Urgent Place","Alone","rainy",55,"6pm","Coffee House","2h","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"Home","Alone","snowy",55,"6pm","Restaurant(<20)","1d","Male",26,"Single","0","graduate degree (masters or doctorate)","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","1"
"Home","Alone","sunny",30,"7am","Restaurant(20-50)","1d","Male",26,"Single","0","bachelors degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","1~3","gt8","gt8","1","1","0","0","1","1"
"Home","Alone","snowy",80,"7am","Coffee House","2h","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","0","1","0"
"Work","Alone","sunny",55,"7am","Coffee House","2h","Male",26,"Single","0","associates degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","1","1","0","1","0"
"Work","Alone","snowy",55,"2pm","Bar","1d","Male",26,"Single","0","bachelors degree","Healthcare Support","$12500 - $24999","Car that is too old to install Onstar :D","gt8","1~3","gt8","gt8","gt8","1","1","1","0","1","1"
"Work","Alone","snowy",80,"10am","Restaurant(20-50)","1d","Male",26,"Single","0","bachelors degree","Healthcare Support","$37500 - $49999","do not drive","gt8","gt8","gt8","gt8","gt8","1","1","0","0","1","1"
"Work","Alone","rainy",80,"10pm","Carry out & Take away","2h","Male",26,"Single","0","high school graduate","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","gt8","gt8","gt8","1","0","0","1","0","0"
"Work","Alone","rainy",55,"7am","Restaurant(<20)","1d","Male",26,"Single","0","some high school","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","1~3","gt8","gt8","gt8","1","0","0","0","1","1"
"Work","Alone","snowy",55,"7am","Coffee House","2h","Male",26,"Single","0","bachelors degree","Healthcare Support","$37500 - $49999","Car that is too old to install Onstar :D","gt8","gt8","1~3","gt8","gt8","1","1","0","0","1","0"
"No Urgent Place","Alone","sunny",55,"10pm","Restaurant(<20)","1d","Female",26,"Single","1","bachelors degree","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Coffee House","2h","Female",26,"Single","1","some high school","Healthcare Practitioners & Technical","$25000 - $37499","Scooter and motorcycle","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"6pm","Bar","1d","Female",26,"Single","1","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","0","0","0","1","0"
"No Urgent Place","Friend(s)","sunny",80,"10am","Carry out & Take away","2h","Female",26,"Single","1","some college - no degree","Healthcare Practitioners & Technical","$25000 - $37499","do not drive","never","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"10am","Coffee House","1d","Female",26,"Single","1","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","rainy",80,"2pm","Coffee House","2h","Male",26,"Single","1","some high school","Sales & Related","$25000 - $37499","Scooter and motorcycle","never","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"10am","Coffee House","1d","Female",31,"Single","1","graduate degree (masters or doctorate)","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Kid(s)","rainy",80,"6pm","Restaurant(<20)","1d","Female",26,"Single","1","associates degree","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"7am","Coffee House","2h","Female",26,"Single","1","some college - no degree","Healthcare Practitioners & Technical","$25000 - $37499","crossover","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","snowy",80,"6pm","Restaurant(<20)","2h","Female",26,"Single","0","bachelors degree","Healthcare Practitioners & Technical","$25000 - $37499","do not drive","never","1~3","4~8","1~3","less1","1","1","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",55,"6pm","Coffee House","2h","Female",26,"Single","1","associates degree","Healthcare Practitioners & Technical","$25000 - $37499","crossover","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"No Urgent Place","Friend(s)","sunny",55,"2pm","Restaurant(<20)","1d","Female",26,"Single","1","high school graduate","Healthcare Practitioners & Technical","$25000 - $37499","Car that is too old to install Onstar :D","never","1~3","4~8","4~8","less1","1","1","0","0","1","1"
"Home","Kid(s)","sunny",80,"10am","Coffee House","2h","Female",26,"Single","1","some college - no degree","Healthcare Practitioners & Technical","$25000 - $37499","Mazda5","never","1~3","4~8","1~3","less1","1","0","0","0","1","1"
"Work","Alone","sunny",55,"2pm","Bar","1d","Female",26,"Single","1","associates degree","Construction & Extraction","$25000 - $37499","crossover","never","1~3","4~8","1~3","less1","1","1","1","0","1","0"
